index,recordDate,recordTime,recordEpoch,district,locationName,nearbyPlace,longitude,latitude,elevation,direction,county,route,routeSuffix,postmilePrefix,postmile,alignment,milepost,inService,imageDescription,streamingVideoURL,currentImageUpdateFrequency,currentImageURL,referenceImageUpdateFrequency,referenceImage1UpdateAgoURL,referenceImage2UpdatesAgoURL,referenceImage3UpdatesAgoURL,referenceImage4UpdatesAgoURL,referenceImage5UpdatesAgoURL,referenceImage6UpdatesAgoURL,referenceImage7UpdatesAgoURL,referenceImage8UpdatesAgoURL,referenceImage9UpdatesAgoURL,referenceImage10UpdatesAgoURL,referenceImage11UpdatesAgoURL,referenceImage12UpdatesAgoURL
30,2018-10-05,13:43:54,1538772234,1,"US-101 : South of SR 271 - Looking North (C030)",Piercy,-123.776812,39.939376,849,South,Mendocino,US-101,,R,101.54,,623.95,true,,,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr271lookingnorth/us101southofsr271lookingnorth.jpg,60,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr271lookingnorth/previous/us101southofsr271lookingnorth-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr271lookingnorth/previous/us101southofsr271lookingnorth-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr271lookingnorth/previous/us101southofsr271lookingnorth-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr271lookingnorth/previous/us101southofsr271lookingnorth-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr271lookingnorth/previous/us101southofsr271lookingnorth-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr271lookingnorth/previous/us101southofsr271lookingnorth-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr271lookingnorth/previous/us101southofsr271lookingnorth-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr271lookingnorth/previous/us101southofsr271lookingnorth-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr271lookingnorth/previous/us101southofsr271lookingnorth-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr271lookingnorth/previous/us101southofsr271lookingnorth-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr271lookingnorth/previous/us101southofsr271lookingnorth-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr271lookingnorth/previous/us101southofsr271lookingnorth-12.jpg
32,2018-10-05,13:44:07,1538772247,1,"US-101 : South of SR 271 - Looking South (C030)",Piercy,-123.776812,39.939376,849,South,Mendocino,US-101,,R,101.54,,623.95,true,,,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr271lookingsouth/us101southofsr271lookingsouth.jpg,60,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr271lookingsouth/previous/us101southofsr271lookingsouth-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr271lookingsouth/previous/us101southofsr271lookingsouth-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr271lookingsouth/previous/us101southofsr271lookingsouth-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr271lookingsouth/previous/us101southofsr271lookingsouth-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr271lookingsouth/previous/us101southofsr271lookingsouth-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr271lookingsouth/previous/us101southofsr271lookingsouth-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr271lookingsouth/previous/us101southofsr271lookingsouth-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr271lookingsouth/previous/us101southofsr271lookingsouth-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr271lookingsouth/previous/us101southofsr271lookingsouth-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr271lookingsouth/previous/us101southofsr271lookingsouth-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr271lookingsouth/previous/us101southofsr271lookingsouth-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr271lookingsouth/previous/us101southofsr271lookingsouth-12.jpg
34,2018-10-05,13:45:09,1538772309,1,"US-101 : South Of SR-36 - Looking North (C013)",Fortuna,-124.149926,40.525005,78,North,Humboldt,US-101,,,55.96,,682.66,true,,,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr36lookingnorth/us101southofsr36lookingnorth.jpg,60,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr36lookingnorth/previous/us101southofsr36lookingnorth-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr36lookingnorth/previous/us101southofsr36lookingnorth-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr36lookingnorth/previous/us101southofsr36lookingnorth-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr36lookingnorth/previous/us101southofsr36lookingnorth-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr36lookingnorth/previous/us101southofsr36lookingnorth-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr36lookingnorth/previous/us101southofsr36lookingnorth-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr36lookingnorth/previous/us101southofsr36lookingnorth-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr36lookingnorth/previous/us101southofsr36lookingnorth-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr36lookingnorth/previous/us101southofsr36lookingnorth-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr36lookingnorth/previous/us101southofsr36lookingnorth-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr36lookingnorth/previous/us101southofsr36lookingnorth-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr36lookingnorth/previous/us101southofsr36lookingnorth-12.jpg
36,2018-10-05,13:45:47,1538772347,1,"US-101 : South Of SR-36 - Looking South (C013)",Fortuna,-124.149926,40.525005,78,North,Humboldt,US-101,,,55.96,,682.66,true,,,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr36lookingsouth/us101southofsr36lookingsouth.jpg,60,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr36lookingsouth/previous/us101southofsr36lookingsouth-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr36lookingsouth/previous/us101southofsr36lookingsouth-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr36lookingsouth/previous/us101southofsr36lookingsouth-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr36lookingsouth/previous/us101southofsr36lookingsouth-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr36lookingsouth/previous/us101southofsr36lookingsouth-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr36lookingsouth/previous/us101southofsr36lookingsouth-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr36lookingsouth/previous/us101southofsr36lookingsouth-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr36lookingsouth/previous/us101southofsr36lookingsouth-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr36lookingsouth/previous/us101southofsr36lookingsouth-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr36lookingsouth/previous/us101southofsr36lookingsouth-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr36lookingsouth/previous/us101southofsr36lookingsouth-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr36lookingsouth/previous/us101southofsr36lookingsouth-12.jpg
38,2018-10-05,14:43:27,1538775807,1,"US-101 : North Of SR-36 - Looking North (C003)",Fortuna,-124.14815,40.56289,49,South,Humboldt,US-101,,,58.69,,685.50,true,,,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr36lookingnorth/us101northofsr36lookingnorth.jpg,60,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr36lookingnorth/previous/us101northofsr36lookingnorth-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr36lookingnorth/previous/us101northofsr36lookingnorth-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr36lookingnorth/previous/us101northofsr36lookingnorth-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr36lookingnorth/previous/us101northofsr36lookingnorth-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr36lookingnorth/previous/us101northofsr36lookingnorth-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr36lookingnorth/previous/us101northofsr36lookingnorth-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr36lookingnorth/previous/us101northofsr36lookingnorth-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr36lookingnorth/previous/us101northofsr36lookingnorth-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr36lookingnorth/previous/us101northofsr36lookingnorth-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr36lookingnorth/previous/us101northofsr36lookingnorth-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr36lookingnorth/previous/us101northofsr36lookingnorth-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr36lookingnorth/previous/us101northofsr36lookingnorth-12.jpg
40,2018-10-05,14:43:40,1538775820,1,"US-101 : North Of SR-36 - Looking South (C003)",Fortuna,-124.14815,40.56289,49,South,Humboldt,US-101,,,58.69,,685.50,true,,,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr36lookingsouth/us101northofsr36lookingsouth.jpg,60,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr36lookingsouth/previous/us101northofsr36lookingsouth-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr36lookingsouth/previous/us101northofsr36lookingsouth-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr36lookingsouth/previous/us101northofsr36lookingsouth-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr36lookingsouth/previous/us101northofsr36lookingsouth-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr36lookingsouth/previous/us101northofsr36lookingsouth-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr36lookingsouth/previous/us101northofsr36lookingsouth-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr36lookingsouth/previous/us101northofsr36lookingsouth-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr36lookingsouth/previous/us101northofsr36lookingsouth-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr36lookingsouth/previous/us101northofsr36lookingsouth-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr36lookingsouth/previous/us101northofsr36lookingsouth-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr36lookingsouth/previous/us101northofsr36lookingsouth-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr36lookingsouth/previous/us101northofsr36lookingsouth-12.jpg
42,2018-10-05,14:45:05,1538775905,1,"US-101 : Eureka / Spruce Point - Looking North (C023)",Eureka,-124.19829,40.74438,32,North,Humboldt,US-101,,,73.76,,700.57,true,,,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekasprucepointlookingnorth/us101eurekasprucepointlookingnorth.jpg,60,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekasprucepointlookingnorth/previous/us101eurekasprucepointlookingnorth-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekasprucepointlookingnorth/previous/us101eurekasprucepointlookingnorth-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekasprucepointlookingnorth/previous/us101eurekasprucepointlookingnorth-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekasprucepointlookingnorth/previous/us101eurekasprucepointlookingnorth-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekasprucepointlookingnorth/previous/us101eurekasprucepointlookingnorth-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekasprucepointlookingnorth/previous/us101eurekasprucepointlookingnorth-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekasprucepointlookingnorth/previous/us101eurekasprucepointlookingnorth-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekasprucepointlookingnorth/previous/us101eurekasprucepointlookingnorth-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekasprucepointlookingnorth/previous/us101eurekasprucepointlookingnorth-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekasprucepointlookingnorth/previous/us101eurekasprucepointlookingnorth-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekasprucepointlookingnorth/previous/us101eurekasprucepointlookingnorth-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekasprucepointlookingnorth/previous/us101eurekasprucepointlookingnorth-12.jpg
44,2018-10-05,14:45:34,1538775934,1,"US-101 : Eureka / Spruce Point - Looking South (C023)",Eureka,-124.19829,40.74438,32,North,Humboldt,US-101,,,73.76,,700.57,true,,,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekasprucepointlookingsouth/us101eurekasprucepointlookingsouth.jpg,60,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekasprucepointlookingsouth/previous/us101eurekasprucepointlookingsouth-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekasprucepointlookingsouth/previous/us101eurekasprucepointlookingsouth-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekasprucepointlookingsouth/previous/us101eurekasprucepointlookingsouth-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekasprucepointlookingsouth/previous/us101eurekasprucepointlookingsouth-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekasprucepointlookingsouth/previous/us101eurekasprucepointlookingsouth-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekasprucepointlookingsouth/previous/us101eurekasprucepointlookingsouth-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekasprucepointlookingsouth/previous/us101eurekasprucepointlookingsouth-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekasprucepointlookingsouth/previous/us101eurekasprucepointlookingsouth-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekasprucepointlookingsouth/previous/us101eurekasprucepointlookingsouth-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekasprucepointlookingsouth/previous/us101eurekasprucepointlookingsouth-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekasprucepointlookingsouth/previous/us101eurekasprucepointlookingsouth-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekasprucepointlookingsouth/previous/us101eurekasprucepointlookingsouth-12.jpg
48,2018-10-05,14:46:30,1538775990,1,"US-101 : Eureka / Wabash Mtce Yard - Looking South (C024)",Eureka,-124.1767,40.79168,29,North,Humboldt,US-101,,,77.36,,704.17,true,,,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekawabashmtceyardlookingsouth/us101eurekawabashmtceyardlookingsouth.jpg,60,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekawabashmtceyardlookingsouth/previous/us101eurekawabashmtceyardlookingsouth-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekawabashmtceyardlookingsouth/previous/us101eurekawabashmtceyardlookingsouth-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekawabashmtceyardlookingsouth/previous/us101eurekawabashmtceyardlookingsouth-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekawabashmtceyardlookingsouth/previous/us101eurekawabashmtceyardlookingsouth-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekawabashmtceyardlookingsouth/previous/us101eurekawabashmtceyardlookingsouth-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekawabashmtceyardlookingsouth/previous/us101eurekawabashmtceyardlookingsouth-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekawabashmtceyardlookingsouth/previous/us101eurekawabashmtceyardlookingsouth-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekawabashmtceyardlookingsouth/previous/us101eurekawabashmtceyardlookingsouth-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekawabashmtceyardlookingsouth/previous/us101eurekawabashmtceyardlookingsouth-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekawabashmtceyardlookingsouth/previous/us101eurekawabashmtceyardlookingsouth-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekawabashmtceyardlookingsouth/previous/us101eurekawabashmtceyardlookingsouth-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekawabashmtceyardlookingsouth/previous/us101eurekawabashmtceyardlookingsouth-12.jpg
50,2018-10-05,14:50:09,1538776209,1,"US-101 : Eureka / 5th & R Street - Looking East (C034)",Eureka,-124.153354,40.803759,29,North,Humboldt,US-101,,,79.19,R,705.89,true,,,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingeast/us101eureka5thrstreetlookingeast.jpg,60,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingeast/previous/us101eureka5thrstreetlookingeast-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingeast/previous/us101eureka5thrstreetlookingeast-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingeast/previous/us101eureka5thrstreetlookingeast-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingeast/previous/us101eureka5thrstreetlookingeast-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingeast/previous/us101eureka5thrstreetlookingeast-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingeast/previous/us101eureka5thrstreetlookingeast-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingeast/previous/us101eureka5thrstreetlookingeast-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingeast/previous/us101eureka5thrstreetlookingeast-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingeast/previous/us101eureka5thrstreetlookingeast-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingeast/previous/us101eureka5thrstreetlookingeast-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingeast/previous/us101eureka5thrstreetlookingeast-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingeast/previous/us101eureka5thrstreetlookingeast-12.jpg
52,2018-10-05,14:50:32,1538776232,1,"US-101 : Eureka / 5th & R Street - Looking North (C034)",Eureka,-124.153354,40.803759,29,North,Humboldt,US-101,,,79.19,R,705.89,true,,,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingnorth/us101eureka5thrstreetlookingnorth.jpg,60,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingnorth/previous/us101eureka5thrstreetlookingnorth-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingnorth/previous/us101eureka5thrstreetlookingnorth-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingnorth/previous/us101eureka5thrstreetlookingnorth-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingnorth/previous/us101eureka5thrstreetlookingnorth-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingnorth/previous/us101eureka5thrstreetlookingnorth-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingnorth/previous/us101eureka5thrstreetlookingnorth-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingnorth/previous/us101eureka5thrstreetlookingnorth-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingnorth/previous/us101eureka5thrstreetlookingnorth-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingnorth/previous/us101eureka5thrstreetlookingnorth-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingnorth/previous/us101eureka5thrstreetlookingnorth-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingnorth/previous/us101eureka5thrstreetlookingnorth-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingnorth/previous/us101eureka5thrstreetlookingnorth-12.jpg
54,2018-10-05,14:51:02,1538776262,1,"US-101 : Eureka / 5th & R Street - Looking South (C034)",Eureka,-124.153354,40.803759,29,North,Humboldt,US-101,,,79.19,R,705.89,true,,,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingsouth/us101eureka5thrstreetlookingsouth.jpg,60,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingsouth/previous/us101eureka5thrstreetlookingsouth-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingsouth/previous/us101eureka5thrstreetlookingsouth-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingsouth/previous/us101eureka5thrstreetlookingsouth-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingsouth/previous/us101eureka5thrstreetlookingsouth-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingsouth/previous/us101eureka5thrstreetlookingsouth-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingsouth/previous/us101eureka5thrstreetlookingsouth-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingsouth/previous/us101eureka5thrstreetlookingsouth-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingsouth/previous/us101eureka5thrstreetlookingsouth-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingsouth/previous/us101eureka5thrstreetlookingsouth-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingsouth/previous/us101eureka5thrstreetlookingsouth-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingsouth/previous/us101eureka5thrstreetlookingsouth-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingsouth/previous/us101eureka5thrstreetlookingsouth-12.jpg
56,2018-10-05,14:51:38,1538776298,1,"US-101 : Eureka / 5th & R Street - Looking West (C034)",Eureka,-124.153354,40.803759,29,North,Humboldt,US-101,,,79.19,R,705.89,true,,,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingwest/us101eureka5thrstreetlookingwest.jpg,60,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingwest/previous/us101eureka5thrstreetlookingwest-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingwest/previous/us101eureka5thrstreetlookingwest-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingwest/previous/us101eureka5thrstreetlookingwest-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingwest/previous/us101eureka5thrstreetlookingwest-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingwest/previous/us101eureka5thrstreetlookingwest-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingwest/previous/us101eureka5thrstreetlookingwest-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingwest/previous/us101eureka5thrstreetlookingwest-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingwest/previous/us101eureka5thrstreetlookingwest-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingwest/previous/us101eureka5thrstreetlookingwest-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingwest/previous/us101eureka5thrstreetlookingwest-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingwest/previous/us101eureka5thrstreetlookingwest-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingwest/previous/us101eureka5thrstreetlookingwest-12.jpg
